"","weight","hindfoot_length","sex","species_id"
"28493",20,20,"F","OT"
"28494",50,27,"M","PB"
"28495",18,21,"F","OT"
"28496",27,26,"F","PB"
"28497",36,36,"F","DM"
"28498",45,34,"F","DM"
"28499",23,20,"F","OT"
"28500",45,35,"F","DM"
"28501",41,35,"M","DM"
"28502",19,20,"F","OT"
"28503",38,27,"M","PB"
"28504",29,26,"F","PB"
"28505",55,36,"M","DM"
"28506",18,21,"F","OT"
"28507",25,21,"M","OT"
"28508",30,27,"M","PB"
"28509",46,34,"F","DO"
"28510",23,26,"F","PB"
"28511",40,28,"M","PB"
"28512",59,36,"M","DO"
"28513",46,34,"M","DO"
"28514",44,36,"M","DM"
"28515",41,35,"M","DO"
"28516",231,34,"M","NL"
"28517",17,21,"M","PP"
"28518",23,20,"M","OT"
"28519",20,20,"F","PE"
"28520",23,20,"M","OT"
"28521",45,35,"M","DO"
"28522",22,20,"M","PE"
"28523",45,36,"F","DM"
"28524",52,36,"M","DO"
"28525",48,37,"M","DM"
"28526",43,28,"M","PB"
"28527",34,27,"F","PB"
"28528",126,33,"F","NL"
"28529",198,32,"F","NL"
"28530",39,36,"M","DM"
"28531",52,37,"F","DO"
"28532",60,36,"M","DO"
"28533",46,36,"F","DM"
"28534",55,36,"M","DO"
"28535",51,28,"M","PB"
"28536",30,26,"F","PB"
"28537",22,20,"F","OT"
"28538",43,27,"M","PB"
"28539",27,27,"F","PB"
"28540",14,20,"F","PE"
"28541",21,20,"F","OT"
"28542",29,26,"F","PB"
"28543",29,27,"F","PB"
"28544",24,20,"M","OT"
"28545",50,28,"M","PB"
"28546",31,26,"F","PB"
"28547",50,27,"M","SH"
"28548",25,26,"F","PB"
"28549",16,11,"M","RM"
"28550",12,16,"F","RM"
"28551",32,26,"M","PB"
"28552",26,25,"F","PB"
"28553",28,26,"F","PB"
"28554",29,26,"F","PB"
"28555",46,34,"F","DM"
"28556",51,36,"M","DM"
"28557",22,20,"M","OT"
"28558",19,20,"F","OT"
"28559",46,36,"F","DM"
"28560",43,36,"M","DM"
"28561",45,27,"M","PB"
"28562",32,27,"F","PB"
"28563",156,32,"F","NL"
"28564",43,27,"M","PB"
"28565",24,21,"F","OT"
"28566",51,37,"M","DM"
"28567",22,20,"M","OT"
"28568",32,26,"F","PB"
"28569",14,21,"M","PP"
"28570",30,26,"F","PB"
"28571",35,27,"M","PB"
"28572",30,26,"F","PB"
"28573",30,27,"F","PB"
"28574",27,25,"F","PB"
"28575",35,27,"M","PB"
"28576",29,26,"F","PB"
"28577",29,26,"F","PB"
"28578",30,26,"F","PB"
"28579",31,27,"M","PB"
"28580",9,16,"M","RM"
"28581",18,20,"M","PE"
"28582",8,16,"F","RM"
"28583",22,20,"F","PE"
"28584",43,25,"M","SH"
"28585",33,27,"F","PB"
"28586",35,25,"M","PB"
"28587",11,16,"M","RM"
"28588",8,16,"F","RM"
"28589",28,25,"F","PB"
"28590",30,26,"F","PB"
"28591",31,27,"F","PB"
"28592",24,20,"M","PE"
"28593",23,20,"M","PE"
"28594",10,16,"M","RM"
"28595",44,29,"M","PB"
"28596",21,19,"M","OT"
"28597",19,20,"M","OT"
"28598",16,24,"M","PP"
"28599",44,38,"M","DM"
"28600",58,37,"M","DO"
"28601",45,28,"M","PB"
"28602",29,35,"M","DO"
"28603",26,20,"F","OT"
"28604",24,20,"M","OT"
"28605",22,21,"F","OT"
"28606",47,37,"M","DM"
"28607",51,35,"M","DO"
"28608",23,21,"F","PE"
"28609",18,20,"F","OT"
"28610",25,20,"M","OT"
"28611",22,20,"F","OT"
"28612",46,36,"F","DO"
"28613",45,35,"F","DM"
"28614",47,28,"M","PB"
"28615",30,26,"F","PB"
"28616",24,34,"M","DO"
"28617",15,20,"F","PE"
"28618",26,36,"F","DO"
"28619",47,37,"F","DO"
"28620",40,36,"M","DM"
"28621",55,37,"M","DO"
"28622",23,21,"M","PE"
"28623",45,37,"F","DM"
"28624",51,29,"M","PB"
"28625",46,27,"M","PB"
"28626",13,20,"F","PP"
"28627",30,27,"F","PB"
"28628",17,20,"F","PE"
"28629",24,22,"F","OT"
"28630",22,21,"M","OT"
"28631",30,27,"F","PB"
"28632",28,26,"M","PB"
"28633",28,26,"F","PB"
"28634",32,27,"M","PB"
"28635",44,28,"M","PB"
"28636",26,26,"F","PB"
"28637",27,26,"F","PB"
"28638",26,25,"F","PB"
"28639",18,21,"F","OT"
"28640",49,37,"M","DM"
"28641",31,27,"F","PB"
"28642",47,36,"F","DM"
"28643",27,47,"M","PB"
"28644",48,37,"F","DM"
"28645",42,36,"M","DM"
"28646",18,20,"M","PE"
"28647",51,36,"M","DM"
"28648",39,28,"M","PB"
"28649",30,27,"F","PB"
"28650",32,28,"M","PB"
"28651",30,26,"F","PB"
"28652",30,26,"F","PB"
"28653",30,27,"F","PB"
"28654",28,27,"F","PB"
"28655",37,27,"M","PB"
"28656",29,25,"F","PB"
"28657",8,17,"M","RO"
"28658",35,35,"F","DO"
"28659",48,28,"M","PB"
"28660",60,37,"M","DO"
"28661",47,37,"M","DM"
"28662",40,35,"M","DO"
"28663",26,20,"M","OT"
"28664",54,27,"M","PB"
"28665",8,19,"M","RM"
"28666",49,36,"F","DO"
"28667",52,35,"M","DO"
"28668",41,28,"M","PB"
"28669",49,27,"M","PB"
"28670",46,35,"F","DM"
"28671",25,19,"M","PE"
"28672",17,22,"M","PP"
"28673",57,30,"F","SH"
"28674",31,27,"F","PB"
"28675",120,33,"M","NL"
"28676",44,26,"M","PB"
"28677",48,36,"M","DM"
"28678",26,26,"F","PB"
"28679",54,37,"M","DM"
"28680",24,21,"F","OT"
"28681",28,26,"F","PB"
"28682",55,30,"M","PB"
"28683",49,36,"M","DM"
"28684",47,36,"F","DM"
"28685",51,34,"F","DO"
"28686",52,37,"M","DM"
"28687",41,26,"M","PB"
"28688",24,21,"F","PE"
"28689",8,15,"M","PF"
"28690",32,26,"F","PB"
"28691",49,36,"M","DO"
"28692",30,21,"M","OT"
"28693",32,27,"F","PB"
"28694",53,36,"F","DO"
"28695",52,37,"M","DM"
"28696",19,20,"M","PM"
"28697",20,21,"M","PE"
"28698",22,21,"F","PE"
"28699",46,35,"F","DM"
"28700",52,36,"F","DO"
"28701",58,36,"M","DO"
"28702",44,36,"M","DM"
"28703",17,22,"F","PP"
"28704",49,37,"F","DM"
"28705",47,26,"M","PB"
"28706",25,21,"M","OT"
"28707",31,27,"F","PB"
"28708",50,37,"M","DM"
"28709",46,35,"F","DM"
"28710",46,36,"M","DM"
"28711",154,29,"F","NL"
"28712",12,16,"F","RM"
"28713",51,27,"M","PB"
"28714",29,26,"F","PB"
"28715",32,26,"F","PB"
"28716",25,26,"F","PB"
"28717",28,26,"F","PB"
"28718",12,17,"M","RM"
"28719",30,27,"F","PB"
"28720",27,26,"F","PB"
"28721",31,26,"F","PB"
"28722",49,28,"M","PB"
"28723",42,27,"M","PB"
"28724",22,21,"F","OT"
"28725",18,20,"F","PE"
"28726",52,37,"M","DM"
"28727",38,27,"M","PB"
"28728",30,27,"F","PB"
"28729",40,36,"F","DM"
"28730",48,27,"M","PB"
"28731",30,27,"F","PB"
"28732",41,27,"M","PB"
"28733",27,25,"F","PB"
"28734",30,26,"F","PB"
"28735",43,26,"M","PB"
"28736",31,27,"F","PB"
"28737",40,28,"M","PB"
"28738",34,27,"M","PB"
"28739",29,26,"F","PB"
"28740",10,18,"M","RM"
"28741",33,26,"F","PB"
"28742",29,27,"F","PB"
"28743",41,27,"M","PB"
"28744",33,27,"F","PB"
"28745",24,20,"F","OT"
"28746",20,20,"M","PE"
"28747",11,18,"M","RM"
"28748",24,21,"F","PE"
"28749",53,36,"M","DM"
"28750",51,36,"F","DM"
"28751",42,36,"M","DM"
"28752",50,37,"F","DM"
"28753",45,34,"F","DO"
"28754",50,27,"M","PB"
"28755",48,27,"F","PB"
"28756",25,26,"F","PB"
"28757",28,27,"F","PB"
"28758",25,26,"F","PB"
"28759",26,26,"F","PB"
"28760",35,26,"F","PB"
"28761",32,26,"F","PB"
"28762",35,26,"M","PB"
"28763",53,36,"F","DO"
"28764",56,36,"M","DO"
"28765",25,20,"M","OT"
"28766",29,26,"F","PB"
"28767",35,26,"M","PB"
"28768",180,33,"F","NL"
"28769",55,36,"M","DM"
"28770",48,37,"F","DM"
"28771",39,37,"M","DM"
"28772",46,35,"F","DO"
"28773",45,34,"F","DM"
"28774",42,37,"M","DM"
"28775",55,35,"M","DO"
"28776",42,35,"F","DM"
"28777",53,36,"F","DM"
"28778",46,37,"M","DM"
"28779",46,37,"M","DM"
"28780",42,36,"F","DM"
"28781",55,35,"M","DO"
"28782",29,29,"F","PB"
"28783",16,21,"M","PP"
"28784",35,27,"F","PB"
"28785",26,26,"F","PB"
"28786",52,38,"M","DO"
"28787",60,37,"F","DO"
"28788",41,36,"F","DM"
"28789",51,36,"F","DO"
"28790",25,26,"F","PB"
"28791",59,37,"M","DO"
"28792",7,15,"F","PF"
"28793",22,20,"F","OT"
"28794",48,25,"M","PB"
"28795",39,26,"M","PB"
"28796",19,20,"M","OT"
"28797",37,28,"M","PB"
"28798",49,29,"M","PB"
"28799",15,21,"F","PP"
"28800",48,36,"M","DM"
"28801",39,35,"F","DM"
"28802",21,21,"F","OT"
"28803",44,36,"F","DM"
"28804",46,36,"F","DM"
"28805",222,33,"M","NL"
"28806",31,25,"F","PB"
"28807",7,17,"F","RM"
"28808",10,17,"F","RM"
"28809",45,27,"M","PB"
"28810",9,15,"M","RO"
"28811",9,17,"F","RM"
"28812",25,26,"F","PB"
"28813",38,36,"M","DM"
"28814",51,36,"F","DO"
"28815",8,17,"F","RM"
"28816",50,35,"F","DO"
"28817",52,34,"M","DO"
"28818",51,38,"M","DO"
"28819",8,16,"F","RO"
"28820",42,35,"M","DM"
"28821",62,36,"M","DO"
"28822",55,37,"F","DO"
"28823",47,38,"F","DO"
"28824",54,35,"F","DO"
"28825",46,35,"M","DO"
"28826",52,37,"M","DO"
"28827",20,23,"M","PP"
"28828",50,36,"M","DM"
"28829",46,35,"F","DO"
"28830",44,27,"M","PB"
"28831",63,37,"M","DO"
"28832",20,22,"M","PP"
"28833",43,36,"F","DM"
"28834",55,36,"M","DM"
"28835",50,36,"M","DM"
"28836",56,36,"M","DO"
"28837",136,32,"M","NL"
"28838",23,23,"M","PP"
"28839",23,20,"F","OT"
"28840",196,32,"F","NL"
"28841",55,36,"F","DO"
"28842",32,26,"F","PB"
"28843",57,36,"M","DO"
"28844",16,22,"M","PP"
"28845",63,36,"F","DO"
"28846",32,36,"M","DO"
"28847",44,36,"M","DM"
"28848",23,22,"M","PP"
"28849",20,20,"M","PE"
"28850",45,27,"M","PB"
"28851",19,24,"M","PP"
"28852",34,28,"F","PB"
"28853",28,27,"F","PB"
"28854",49,28,"M","PB"
"28855",36,25,"F","PB"
"28856",28,26,"F","PB"
"28857",27,26,"F","PB"
"28858",11,17,"M","RM"
"28859",24,20,"F","OT"
"28860",32,27,"F","PB"
"28861",50,36,"M","DM"
"28862",50,35,"M","DM"
"28863",36,27,"F","PB"
"28864",47,35,"F","DM"
"28865",32,21,"M","OT"
"28866",47,36,"M","DM"
"28867",17,22,"M","PP"
"28868",46,37,"M","DM"
"28869",45,37,"F","DM"
"28870",46,35,"M","DM"
"28871",26,21,"F","OT"
"28872",47,37,"F","DM"
"28873",28,27,"F","PB"
"28874",32,26,"F","PB"
"28875",42,27,"M","PB"
"28876",40,36,"F","DM"
"28877",25,26,"F","PB"
"28878",52,37,"M","DM"
"28879",34,27,"M","PB"
"28880",30,27,"F","PB"
"28881",168,30,"F","NL"
"28882",32,26,"F","PB"
"28883",27,25,"F","PB"
"28884",39,27,"M","PB"
"28885",31,26,"F","PB"
"28886",204,33,"F","NL"
"28887",41,27,"M","PB"
"28888",34,26,"F","PB"
"28889",31,27,"F","PB"
"28890",30,26,"F","PB"
"28891",31,27,"F","PB"
"28892",32,26,"F","PB"
"28893",56,36,"M","DO"
"28894",31,25,"F","PB"
"28895",50,36,"F","DM"
"28896",8,9,"M","PF"
"28897",55,29,"M","PB"
"28898",41,26,"M","PB"
"28899",53,35,"M","DO"
"28900",40,26,"M","PB"
"28901",51,36,"M","DM"
"28902",39,26,"F","PB"
"28903",8,17,"M","PF"
"28904",31,34,"F","DO"
"28905",30,34,"M","DO"
"28906",8,16,"F","PF"
"28907",50,36,"F","DM"
"28908",32,26,"F","PB"
"28909",49,28,"M","PB"
"28910",46,36,"F","DO"
"28911",26,25,"F","PB"
"28912",54,36,"M","DO"
"28913",52,38,"F","DM"
"28914",53,36,"M","DM"
"28915",188,33,"F","NL"
"28916",34,27,"M","PB"
"28917",30,27,"F","PB"
"28918",25,20,"M","OT"
"28919",33,26,"M","PB"
"28920",25,27,"F","PB"
"28921",34,26,"M","PB"
"28922",37,26,"F","PB"
"28923",27,26,"F","PB"
"28924",26,21,"F","OT"
"28925",53,37,"F","DO"
"28926",32,26,"F","PB"
"28927",34,27,"F","PB"
"28928",64,29,"M","SH"
"28929",59,36,"M","DO"
"28930",49,34,"M","DM"
"28931",42,36,"F","DM"
"28932",47,36,"M","DM"
"28933",45,34,"F","DM"
"28934",51,36,"M","DM"
"28935",18,22,"F","PP"
"28936",59,37,"M","DM"
"28937",48,36,"M","DM"
"28938",63,35,"M","DO"
"28939",30,27,"F","PB"
"28940",29,21,"F","OT"
"28941",54,37,"M","DO"
"28942",54,36,"F","DO"
"28943",46,35,"F","DM"
"28944",47,37,"M","DM"
"28945",49,36,"F","DM"
"28946",52,37,"M","DM"
"28947",30,21,"M","OT"
"28948",23,23,"F","PE"
"28949",37,26,"F","PB"
"28950",42,34,"F","DM"
"28951",26,26,"F","PB"
"28952",61,38,"M","DO"
"28953",32,27,"F","PB"
"28954",15,22,"M","PP"
"28955",58,37,"F","DO"
"28956",26,26,"F","PB"
"28957",55,38,"M","DO"
"28958",61,35,"M","DO"
"28959",18,22,"M","PP"
"28960",53,37,"F","DO"
"28961",38,27,"M","PB"
"28962",45,26,"M","PB"
"28963",23,20,"F","OT"
"28964",7,15,"M","PF"
"28965",48,35,"F","DM"
"28966",19,22,"M","PP"
"28967",36,34,"F","DM"
"28968",50,35,"M","DM"
"28969",25,20,"F","OT"
"28970",42,36,"F","DM"
"28971",48,36,"M","DM"
"28972",17,22,"M","PP"
"28973",15,22,"F","PP"
"28974",34,26,"F","PB"
"28975",43,26,"M","PB"
"28976",7,17,"F","RM"
"28977",21,22,"M","PP"
"28978",51,37,"M","DO"
"28979",44,35,"F","DO"
"28980",18,22,"F","PP"
"28981",227,34,"M","NL"
"28982",32,36,"F","DM"
"28983",17,23,"F","PP"
"28984",48,37,"M","DM"
"28985",58,38,"M","DO"
"28986",40,27,"M","PB"
"28987",17,22,"M","PP"
"28988",15,22,"F","PP"
"28989",52,34,"M","DO"
"28990",38,26,"M","PB"
"28991",31,20,"F","PE"
"28992",17,22,"F","PP"
"28993",26,21,"F","OT"
"28994",16,23,"F","PP"
"28995",34,25,"M","PB"
"28996",35,34,"M","DO"
"28997",32,25,"F","PB"
"28998",20,22,"M","PP"
"28999",56,36,"M","DO"
"29000",43,26,"F","PB"
"29001",54,37,"F","DO"
"29002",36,26,"F","PB"
"29003",36,26,"M","PB"
"29004",43,27,"M","PB"
"29005",19,22,"F","PP"
"29006",45,36,"M","DM"
"29007",51,37,"F","DO"
"29008",48,36,"M","DO"
"29009",42,37,"M","DO"
"29010",16,22,"F","PP"
"29011",18,22,"M","PI"
"29012",17,22,"F","PP"
"29013",44,36,"M","DM"
"29014",17,22,"F","PP"
"29015",54,36,"M","DO"
"29016",46,36,"F","DM"
"29017",34,35,"M","DO"
"29018",46,33,"F","DO"
"29019",61,35,"M","DO"
"29020",34,35,"M","DO"
"29021",31,26,"F","PB"
"29022",43,35,"F","DM"
"29023",56,36,"F","DO"
"29024",57,37,"M","DM"
"29025",20,22,"F","PP"
"29026",62,36,"F","DO"
"29027",20,22,"M","PP"
"29028",53,35,"M","DO"
"29029",18,22,"F","PP"
"29030",15,22,"F","PP"
"29031",55,36,"M","DO"
"29032",54,35,"M","DO"
"29033",40,34,"F","DM"
"29034",62,34,"M","DO"
"29035",20,23,"M","PP"
"29036",20,23,"M","PP"
"29037",18,22,"F","PP"
"29038",35,27,"F","PB"
"29039",21,22,"M","PP"
"29040",14,22,"M","PP"
"29041",64,37,"F","DO"
"29042",51,37,"F","DO"
"29043",21,22,"M","PP"
"29044",17,26,"M","PB"
"29045",44,26,"M","PB"
"29046",38,28,"M","PB"
"29047",24,20,"M","OT"
"29048",22,21,"F","OT"
"29049",36,26,"F","PB"
"29050",30,26,"F","PB"
"29051",15,26,"M","PB"
"29052",36,26,"M","PB"
"29053",26,22,"F","OT"
"29054",35,26,"F","PB"
"29055",48,28,"M","PB"
"29056",17,22,"M","PP"
"29057",37,27,"F","PB"
"29058",27,25,"M","PB"
"29059",15,22,"M","PP"
"29060",17,22,"F","PP"
"29061",49,28,"M","PB"
"29062",31,28,"F","PB"
"29063",31,26,"F","PB"
"29064",27,20,"F","OT"
"29065",31,26,"F","PB"
"29066",35,27,"F","PB"
"29067",46,36,"F","DM"
"29068",34,26,"F","PB"
"29069",38,35,"F","DO"
"29070",50,36,"F","DO"
"29071",25,20,"F","OT"
"29072",79,30,"M","SH"
"29073",29,21,"M","OT"
"29074",42,27,"M","PB"
"29075",51,35,"F","DM"
"29076",14,22,"F","PP"
"29077",30,34,"F","DM"
"29078",22,23,"M","PP"
"29079",17,21,"F","PP"
"29080",149,30,"F","NL"
"29081",50,36,"M","DM"
"29082",43,36,"F","DM"
"29083",21,22,"M","PP"
"29084",47,36,"M","DO"
"29085",51,27,"M","PB"
"29086",38,26,"F","PB"
"29087",39,26,"M","PB"
"29088",34,26,"F","PB"
"29089",39,26,"F","PB"
"29090",53,36,"M","DO"
"29091",21,22,"M","PP"
"29092",56,36,"F","DO"
"29093",16,22,"F","PP"
"29094",32,25,"F","PB"
"29095",15,22,"F","PP"
"29096",31,21,"M","OT"
"29097",60,35,"F","DO"
"29098",47,36,"F","DM"
"29099",16,22,"F","PP"
"29100",30,34,"M","DO"
"29101",56,36,"M","DO"
"29102",8,15,"F","PF"
"29103",7,15,"M","PF"
"29104",52,36,"M","DM"
"29105",35,26,"F","PB"
"29106",28,21,"F","OT"
"29107",24,26,"M","PB"
"29108",18,23,"F","PP"
"29109",55,37,"F","DM"
"29110",48,29,"M","PB"
"29111",57,35,"F","DM"
"29112",50,35,"F","DM"
"29113",17,22,"F","PP"
"29114",17,22,"M","PP"
"29115",26,20,"F","OT"
"29116",24,23,"M","PP"
"29117",48,37,"M","DM"
"29118",45,34,"F","DM"
"29119",16,23,"F","PP"
"29120",19,23,"M","PP"
"29121",56,35,"M","DM"
"29122",48,36,"M","DM"
"29123",27,20,"F","OT"
"29124",43,35,"F","DM"
"29125",43,37,"F","DM"
"29126",21,22,"M","PP"
"29127",24,20,"M","OT"
"29128",49,36,"M","DM"
"29129",43,36,"M","DM"
"29130",47,34,"F","DM"
"29131",27,34,"M","DM"
"29132",50,34,"M","DM"
"29133",51,26,"M","SH"
"29134",17,22,"F","PP"
"29135",18,23,"M","PP"
"29136",43,27,"F","PB"
"29137",23,25,"M","PB"
"29138",55,28,"M","SH"
"29139",15,22,"F","PP"
"29140",20,22,"M","PP"
"29141",18,22,"F","PP"
"29142",19,26,"F","PB"
"29143",40,27,"F","PB"
"29144",36,25,"F","PB"
"29145",33,26,"F","PB"
"29146",30,26,"F","PB"
"29147",31,26,"F","PB"
"29148",39,27,"M","PB"
"29149",41,26,"M","PB"
"29150",34,26,"F","PB"
"29151",35,26,"F","PB"
"29152",34,27,"F","PB"
"29153",39,28,"M","PB"
"29154",170,32,"F","NL"
"29155",19,22,"F","PP"
"29156",50,37,"M","DM"
"29157",15,22,"M","PP"
"29158",47,28,"F","PB"
"29159",56,36,"M","DM"
"29160",48,36,"F","DM"
"29161",47,37,"F","DM"
"29162",20,22,"M","PP"
"29163",174,30,"F","NL"
"29164",15,21,"M","PP"
"29165",51,36,"F","DO"
"29166",20,22,"F","PP"
"29167",15,22,"M","PP"
"29168",23,26,"M","PB"
"29169",25,25,"F","PB"
"29170",39,26,"F","PB"
"29171",47,39,"M","DM"
"29172",35,36,"F","DM"
"29173",17,21,"F","PP"
"29174",37,36,"M","DO"
"29175",43,27,"M","PB"
"29176",52,36,"M","DO"
"29177",205,30,"M","NL"
"29178",138,30,"F","NL"
"29179",27,20,"F","OT"
"29180",16,20,"F","PE"
"29181",17,26,"M","PB"
"29182",19,25,"F","PB"
"29183",41,26,"F","PB"
"29184",22,23,"M","PP"
"29185",41,36,"F","DM"
"29186",20,22,"F","PP"
"29187",52,37,"M","DO"
"29188",19,26,"F","PB"
"29189",21,20,"M","PE"
"29190",34,27,"F","PB"
"29191",18,22,"F","PP"
"29192",188,31,"F","NL"
"29193",45,35,"M","DO"
"29194",47,35,"M","DO"
"29195",53,36,"F","DM"
"29196",24,23,"M","PP"
"29197",21,22,"F","PP"
"29198",20,22,"F","PP"
"29199",24,20,"F","PE"
"29200",17,22,"M","PP"
"29201",44,36,"M","DM"
"29202",63,37,"F","DO"
"29203",19,23,"M","PP"
"29204",23,21,"M","PE"
"29205",18,22,"M","PP"
"29206",51,36,"M","DO"
"29207",20,23,"M","PP"
"29208",17,26,"F","PB"
"29209",17,26,"M","PB"
"29210",45,28,"M","PB"
"29211",21,23,"M","PP"
"29212",36,27,"F","PB"
"29213",34,26,"F","PB"
"29214",13,20,"F","PP"
"29215",33,26,"F","PB"
"29216",17,23,"M","PP"
"29217",18,22,"F","PP"
"29218",20,25,"F","PB"
"29219",31,26,"F","PB"
"29220",33,27,"M","PB"
"29221",45,28,"M","PB"
"29222",30,26,"F","PB"
"29223",13,25,"M","PB"
"29224",20,26,"F","PB"
"29225",16,26,"F","PB"
"29226",35,25,"F","PB"
"29227",41,35,"M","DM"
"29228",54,36,"M","DM"
"29229",46,36,"F","DM"
"29230",35,26,"F","PB"
"29231",19,22,"M","PP"
"29232",18,21,"F","PP"
"29233",51,36,"M","DM"
"29234",47,36,"F","DM"
"29235",45,26,"M","PB"
"29236",46,35,"M","DM"
"29237",169,31,"M","NL"
"29238",14,26,"M","PB"
"29239",16,25,"F","PB"
"29240",10,18,"M","RM"
"29241",17,26,"M","PB"
"29242",36,26,"F","PB"
"29243",35,27,"F","PB"
"29244",26,21,"F","OT"
"29245",38,28,"M","PB"
"29246",41,26,"M","PB"
"29247",171,31,"F","NL"
"29248",32,25,"F","PB"
"29249",36,27,"F","PB"
"29250",13,25,"F","PB"
"29251",31,25,"F","PB"
"29252",37,27,"M","PB"
"29253",21,26,"M","PB"
"29254",39,27,"M","PB"
"29255",15,25,"F","PB"
"29256",30,26,"F","PB"
"29257",41,27,"F","PB"
"29258",30,26,"F","PB"
"29259",26,36,"M","DM"
"29260",49,36,"M","DM"
"29261",17,26,"M","PB"
"29262",16,26,"M","PB"
"29263",32,27,"M","PB"
"29264",35,27,"F","PB"
"29265",37,26,"M","PB"
"29266",29,26,"F","PB"
"29267",11,20,"M","PE"
"29268",20,19,"M","PE"
"29269",24,20,"F","PE"
"29270",16,22,"F","PP"
"29271",19,23,"F","PP"
"29272",17,26,"F","PB"
"29273",55,35,"F","DO"
"29274",48,36,"F","DM"
"29275",39,27,"F","PB"
"29276",21,23,"M","PP"
"29277",20,23,"M","PP"
"29278",48,27,"M","PB"
"29279",32,26,"F","PB"
"29280",18,25,"F","PB"
"29281",9,15,"F","PF"
"29282",17,23,"F","PP"
"29283",20,22,"M","PP"
"29284",55,36,"M","DM"
"29285",37,27,"M","PB"
"29286",39,29,"M","PB"
"29287",52,36,"M","DO"
"29288",18,23,"F","PP"
"29289",32,36,"M","DO"
"29290",29,37,"M","DO"
"29291",50,36,"F","DM"
"29292",48,37,"M","DM"
"29293",46,37,"F","DM"
"29294",18,25,"M","PB"
"29295",7,15,"M","PF"
"29296",17,22,"F","PP"
"29297",22,22,"F","PP"
"29298",50,36,"M","DO"
"29299",49,36,"F","DM"
"29300",51,36,"M","DM"
"29301",22,26,"M","PB"
"29302",50,36,"F","DO"
"29303",32,26,"F","PB"
"29304",55,34,"M","DO"
"29305",29,26,"F","PB"
"29306",24,33,"F","DO"
"29307",35,27,"M","PB"
"29308",32,26,"M","PB"
"29309",55,36,"F","DO"
"29310",32,26,"F","PB"
"29311",32,25,"F","PB"
"29312",44,34,"M","DO"
"29313",17,25,"F","PB"
"29314",75,29,"F","SH"
"29315",21,24,"M","PP"
"29316",17,25,"F","PB"
"29317",20,22,"F","PP"
"29318",19,26,"M","PB"
"29319",20,22,"M","PP"
"29320",24,35,"M","DO"
"29321",23,26,"M","PB"
"29322",22,22,"F","PP"
"29323",36,26,"F","PB"
"29324",36,25,"F","PB"
"29325",17,23,"M","PP"
"29326",46,36,"M","DM"
"29327",27,20,"F","PE"
"29328",31,26,"F","PB"
"29329",52,37,"M","DO"
"29330",37,35,"M","DO"
"29331",56,34,"M","DO"
"29332",45,32,"F","DO"
"29333",22,20,"M","PE"
"29334",20,23,"F","PP"
"29335",37,35,"F","DO"
"29336",49,36,"M","DM"
"29337",45,36,"M","DM"
"29338",20,22,"M","PP"
"29339",18,22,"F","PP"
"29340",18,22,"M","PP"
"29341",45,35,"F","DM"
"29342",17,22,"F","PP"
"29343",26,20,"F","OT"
"29344",48,37,"M","DM"
"29345",25,35,"F","DM"
"29346",64,35,"F","DM"
"29347",20,22,"M","PP"
"29348",21,23,"M","PP"
"29349",60,36,"F","DO"
"29350",12,25,"F","PB"
"29351",42,36,"M","DM"
"29352",43,34,"F","DM"
"29353",47,35,"F","DO"
"29354",49,36,"M","DO"
"29355",18,22,"F","PP"
"29356",11,20,"M","OT"
"29357",29,26,"F","PB"
"29358",17,22,"M","PP"
"29359",13,23,"F","PP"
"29360",12,23,"M","PP"
"29361",44,38,"M","DO"
"29362",46,26,"F","PB"
"29363",18,26,"F","PB"
"29364",14,25,"F","PB"
"29365",44,36,"F","DO"
"29366",57,35,"M","DO"
"29367",40,27,"M","PB"
"29368",23,20,"F","OT"
"29369",41,26,"M","PB"
"29370",23,26,"M","PB"
"29371",26,26,"M","PB"
"29372",26,27,"F","PB"
"29373",42,27,"F","PB"
"29374",36,35,"M","DM"
"29375",18,22,"M","PP"
"29376",48,36,"M","DM"
"29377",47,34,"M","DM"
"29378",42,35,"M","DM"
"29379",37,35,"F","DM"
"29380",47,35,"M","DM"
"29381",48,35,"M","DM"
"29382",52,35,"F","DM"
"29383",15,21,"F","PP"
"29384",24,25,"M","PB"
"29385",33,27,"F","PB"
"29386",20,22,"F","PP"
"29387",18,23,"M","PP"
"29388",20,21,"F","PP"
"29389",23,27,"F","PB"
"29390",11,17,"M","RM"
"29391",35,25,"M","PB"
"29392",52,37,"M","DO"
"29393",13,18,"M","PE"
"29394",36,27,"M","PB"
"29395",39,34,"F","DO"
"29396",29,26,"F","PB"
"29397",30,26,"F","PB"
"29398",11,22,"F","PP"
"29399",23,24,"M","PP"
"29400",21,23,"M","PP"
"29401",17,22,"M","PP"
"29402",23,22,"F","PP"
"29403",49,37,"M","DM"
"29404",30,26,"M","PB"
"29405",45,37,"F","DM"
"29406",43,27,"M","PB"
"29407",50,35,"F","DM"
"29408",9,20,"F","PP"
"29409",25,21,"F","PE"
"29410",32,28,"M","PB"
"29411",45,26,"F","PB"
"29412",22,23,"M","PP"
"29413",139,31,"F","NL"
"29414",50,36,"F","DM"
"29415",22,23,"M","PP"
"29416",47,38,"F","DO"
"29417",21,22,"F","PP"
"29418",18,22,"M","PP"
"29419",52,38,"M","DO"
"29420",23,20,"F","PE"
"29421",19,22,"F","PP"
"29422",54,36,"M","DO"
"29423",18,22,"F","PP"
